provID,GRADE,SEX,GETHNCC1,OMARKSA1,DVTY1ST,DVSELF,BMI
35,6,1,1,2,3,11,19.4
35,6,1,1,2,3,9,99
35,6,1,1,2,3,10,99
35,6,2,1,2,3,7,99
35,6,2,1,3,3,8,11.35
35,6,1,1,2,3,11,15.84
35,6,2,1,2,3,9,16.52
35,6,1,1,2,3,10,99
35,6,2,1,2,3,8,99
35,6,2,1,2,3,8,99
35,6,1,1,2,3,10,99
35,6,1,1,1,3,10,12.62
35,6,2,1,2,3,9,99
