provID,GRADE,SEX,GETHNCC1,OMARKSA1,DVTY1ST,DVSELF,BMI
46,7,1,1,1,3,8,21.11
46,8,2,1,2,3,12,99
46,7,2,1,1,3,3,99
35,7,1,1,1,3,12,20.48
59,7,1,1,2,3,11,99
59,7,1,1,2,3,6,99
59,7,1,1,2,3,5,99
35,8,1,1,2,3,9,19.92
35,7,2,1,2,3,6,99
35,8,1,1,1,3,8,99
35,8,1,1,2,3,5,99
59,6,2,1,5,3,0,99
59,8,1,1,2,3,11,99
59,7,1,1,1,3,9,17.74
59,7,2,1,2,3,11,19.14
12,8,1,1,1,3,7,20.65
12,8,2,1,2,3,12,99
12,7,2,1,1,3,12,19.77
12,8,2,1,99,3,9,17.72
12,8,2,1,5,1,0,34.95
35,8,2,1,2,3,10,99
35,7,1,1,3,3,8,99
35,7,2,1,2,3,5,18.94
35,7,1,1,1,3,11,16.95
35,7,2,1,3,3,8,99
35,7,1,1,3,3,8,99
35,7,1,1,2,3,8,99
35,8,1,1,1,3,9,16.14
35,7,2,1,1,3,9,99
59,8,1,1,2,3,9,21.48
59,8,2,1,5,3,2,17.11
59,8,1,1,1,3,12,19.53
59,7,2,1,3,3,10,11.72
35,7,2,1,2,3,10,99
59,7,2,1,2,3,12,18.73
46,8,1,1,1,3,11,99
46,8,1,1,3,3,10,99
46,7,2,1,2,3,10,99
46,7,1,1,2,3,10,44.91
46,7,1,1,2,3,4,99
46,7,2,1,4,3,7,99
46,7,2,1,1,3,10,99
46,8,1,1,3,3,5,99
46,7,1,1,2,3,0,99
46,7,2,1,1,3,1,99
46,7,2,1,2,3,7,99
46,7,2,1,1,3,8,25.69
46,7,1,1,1,3,10,99
46,7,1,1,1,3,11,99
46,8,2,1,2,3,8,99
46,8,1,1,2,3,5,15.12
46,8,1,1,1,3,8,99
46,8,1,1,2,3,10,99
46,8,1,1,1,3,10,99
46,8,2,1,2,3,6,26.73
46,8,2,1,1,3,6,99
46,8,2,1,2,3,10,99
46,8,2,1,1,3,4,99
46,8,2,1,2,3,11,99
46,8,2,1,1,3,8,99
46,8,2,1,1,3,6,99
46,8,1,1,4,3,9,99
46,8,2,1,1,3,11,99
46,8,2,1,1,3,12,99
46,8,1,1,3,3,8,99
46,8,1,1,1,3,11,20.78
46,8,2,1,1,3,11,16.92
46,8,1,1,3,3,10,18.66
46,8,2,1,3,3,6,25.82
46,8,2,1,1,3,6,99
46,8,1,1,1,3,12,17.51
46,7,2,1,3,3,12,23.56
46,7,2,1,3,3,9,25.09
46,7,1,1,2,3,10,99
46,7,1,1,2,3,12,99
46,7,2,1,2,3,9,99
35,7,1,1,1,3,11,99
59,8,2,1,4,3,8,16.38
59,8,1,1,2,3,6,99
